식품명,대표식품코드,대표식품명,식품중분류코드,식품소분류코드,에너지(kcal),단백질(g),당류(g),나트륨(mg),포화지방산(g),카페인(mg),업체명
밀크티/버블티_그린 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,83,2.98,11.41,43,1.74,42.93,엔제리너스
밀크티/버블티_납작복숭아 쥬얼리 밀크티,20732,밀크티/버블티,2073200,207320000,60,1.27,5.5,14,0.7,4.44,공차
밀크티/버블티_돌체 블랙 밀크티 아이스(ICED) (Tall),20732,밀크티/버블티,2073200,207320000,59,1.69,8.73,24,1.04,9.86,스타벅스
밀크티/버블티_돌체 블랙 밀크티 핫(HOT) (Tall),20732,밀크티/버블티,2073200,207320000,70,2.25,9.58,32,1.41,16.9,스타벅스
밀크티/버블티_딸기 듬뿍 밀크티,20732,밀크티/버블티,2073200,207320000,60,1.27,5.29,14,0.8,5.07,공차
밀크티/버블티_딸기 쥬얼리 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,48,1.06,6.13,14,0.68,2.75,공차
밀크티/버블티_로얄 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,67,1.48,6.34,17,0.85,41.44,투썸플레이스
밀크티/버블티_로얄 밀크티 아이스(ICED) (R),20732,밀크티/버블티,2073200,207320000,43,1.21,5.56,14,0.72,35.51,투썸플레이스
밀크티/버블티_로얄 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,67,2.54,5.71,30,1.69,38.69,투썸플레이스
밀크티/버블티_로얄 밀크티 핫(HOT) (R),20732,밀크티/버블티,2073200,207320000,68,2.54,5.92,30,1.69,39.15,투썸플레이스
밀크티/버블티_리얼 딸기 쥬얼리 밀크티,20732,밀크티/버블티,2073200,207320000,60,1.27,6.55,15,0.8,4.02,공차
밀크티/버블티_밀크티 아이스(ICED) (EX),20732,밀크티/버블티,2073200,207320000,41,1.3,5.31,21,0.89,8.45,이디야
밀크티/버블티_밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,56,1.44,5.92,12,1.12,21.28,빽다방
밀크티/버블티_밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,46,1.2,5.3,20,0.96,6.99,토프레소
밀크티/버블티_밀크티 핫(HOT) (EX),20732,밀크티/버블티,2073200,207320000,57,1.93,6.52,33,1.45,8.45,이디야
밀크티/버블티_밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,83,2.4,9.33,19,1.87,35.47,빽다방
밀크티/버블티_밀크티,20732,밀크티/버블티,2073200,207320000,53,1.56,5.97,25,1.04,7.53,토프레소
밀크티/버블티_브라운 슈가 쥬얼리 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,69,1.48,7.82,34,1.48,0,공차
밀크티/버블티_브라운 슈가 쥬얼리 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,105,2.66,9.9,49,2.42,0,공차
밀크티/버블티_블랙 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,41,0.31,0.31,11,2,12.44,공차
밀크티/버블티_블랙 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,41,0.21,0.21,11,1.9,12.47,공차
밀크티/버블티_블랙 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,29,1.48,0.85,16,0.97,19.24,공차
밀크티/버블티_블랙 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,29,1.45,0.72,16,0.97,19.08,공차
밀크티/버블티_블랙 밀크티+펄 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,58,0.31,1.54,12,2,15.98,공차
밀크티/버블티_블랙 밀크티+펄 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,59,0.21,1.48,12,1.9,22.62,공차
밀크티/버블티_블랙 밀크티+펄 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,52,1.48,2.33,18,0.97,24.95,공차
밀크티/버블티_블랙 밀크티+펄 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,49,1.45,2.17,17,0.97,35.51,공차
밀크티/버블티_블랙펄 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,80,0.93,9.33,13,2.18,11.98,빽다방
밀크티/버블티_아쌈 버블티,20732,밀크티/버블티,2073200,207320000,68,1.51,8.07,24,1.01,5.88,토프레소
밀크티/버블티_아이스버블 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,74,1.48,9.73,20,0.78,22.2,투썸플레이스
밀크티/버블티_아이스버블 밀크티 아이스(ICED) (R),20732,밀크티/버블티,2073200,207320000,66,1.21,8.7,18,0.7,17.87,투썸플레이스
밀크티/버블티_얼그레이 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,42,0.31,0.31,10,2,16.28,공차
밀크티/버블티_얼그레이 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,42,0.21,0.21,11,2.11,16.28,공차
밀크티/버블티_얼그레이 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,41,1.49,4.04,26,1.28,2.22,탐앤탐스
밀크티/버블티_얼그레이 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,25,1.27,0.63,14,0.82,24.95,공차
밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,25,1.21,0.48,14,0.82,25.12,공차
밀크티/버블티_얼그레이 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,65,2.58,6.45,42,2.26,3.37,탐앤탐스
밀크티/버블티_우롱 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,33,0.15,0.15,8,1.69,8.6,공차
밀크티/버블티_우롱 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,33,0.21,0.21,8,1.69,8.67,공차
밀크티/버블티_우롱 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,26,1.27,0.63,14,0.85,10.78,공차
밀크티/버블티_우롱 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,26,1.21,0.48,14,0.85,10.87,공차
밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,39,0.31,0.15,10,1.84,9.22,공차
밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,39,0.21,0.21,10,1.9,9.3,공차
밀크티/버블티_자스민 그린 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,26,1.27,0.63,14,0.76,14.16,공차
밀크티/버블티_자스민 그린 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,26,1.21,0.72,14,0.75,14.25,공차
밀크티/버블티_제주 그린 밀크티+펄 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,56,1.54,4.61,19,0.92,10.29,공차
밀크티/버블티_제주 그린 밀크티+펄 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,56,1.69,4.65,19,0.85,10.36,공차
밀크티/버블티_제주 그린 밀크티+펄 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,94,2.96,7.61,36,1.69,15.01,공차
밀크티/버블티_제주 그린 밀크티+펄 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,91,2.9,7.49,36,1.69,14.98,공차
밀크티/버블티_제주 그린 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,39,1.54,3.38,18,0.92,10.29,공차
밀크티/버블티_제주 그린 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,39,1.48,3.38,18,0.85,10.36,공차
밀크티/버블티_제주 그린 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,71,2.96,6.13,34,1.69,15.01,공차
밀크티/버블티_제주 그린 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,71,2.9,6.04,34,1.69,14.98,공차
밀크티/버블티_진저 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,56,1.2,8.43,22,0.96,6.99,토프레소
밀크티/버블티_진저 밀크티,20732,밀크티/버블티,2073200,207320000,64,1.56,9.35,27,1.04,7.53,토프레소
밀크티/버블티_초당옥수수 밀크티+펄,20732,밀크티/버블티,2073200,207320000,65,1.48,6.13,38,0.8,5.07,공차
밀크티/버블티_초콜렛 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,53,0.92,0.15,10,2.3,2.61,공차
밀크티/버블티_초콜렛 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,53,0.85,0.21,10,2.33,2.54,공차
밀크티/버블티_초콜렛 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,83,1.48,0.42,16,3.59,4.02,공차
밀크티/버블티_초콜렛 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,83,1.45,0.24,16,3.62,3.86,공차
밀크티/버블티_초콜릿 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,50,1.45,6.27,23,0.96,7.95,토프레소
밀크티/버블티_초콜릿 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,58,1.56,7.01,28,1.3,8.57,토프레소
밀크티/버블티_코코넛 버블티,20732,밀크티/버블티,2073200,207320000,85,1.51,7.06,46,3.03,0,토프레소
밀크티/버블티_타로 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,63,0.31,1.38,15,2.61,0,공차
밀크티/버블티_타로 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,63,0.21,1.27,15,2.54,0,공차
밀크티/버블티_타로 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,95,0.42,2.11,23,4.02,0,공차
밀크티/버블티_타로 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,95,0.24,2.17,23,4.11,0,공차
밀크티/버블티_타로 밀크티+펄 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,79,0.31,2.61,16,2.61,0,공차
밀크티/버블티_타로 밀크티+펄 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,80,0.21,2.54,16,2.54,0,공차
밀크티/버블티_타로 밀크티+펄 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,118,0.42,3.81,24,4.02,0,공차
밀크티/버블티_타로 밀크티+펄 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,115,0.48,3.62,24,4.11,0,공차
밀크티/버블티_타로 버블티,20732,밀크티/버블티,2073200,207320000,75,1.34,6.89,24,0.84,0,토프레소
밀크티/버블티_피스타치오 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,50,1.54,4.76,30,1.23,3.99,공차
밀크티/버블티_피스타치오 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,50,1.69,4.65,30,1.27,4.02,공차
밀크티/버블티_피스타치오 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,84,2.75,9.09,50,1.9,6.13,공차
밀크티/버블티_피스타치오 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,84,2.9,8.94,50,1.93,6.04,공차
밀크티/버블티_피스타치오 밀크티+펄 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,67,1.69,5.84,31,1.23,4.3,공차
밀크티/버블티_피스타치오 밀크티+펄 아이스(ICED)) (L),20732,밀크티/버블티,2073200,207320000,67,1.69,5.92,31,1.27,4.23,공차
밀크티/버블티_피스타치오 밀크티+펄 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,107,2.75,10.57,51,1.9,5.07,공차
밀크티/버블티_피스타치오 밀크티+펄 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,104,2.9,10.39,51,1.93,5.07,공차
밀크티/버블티_하동 호지 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,52,1.69,3.69,10,0.92,35.33,공차
밀크티/버블티_하동 호지 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,52,1.69,3.81,10,0.91,35.31,공차
밀크티/버블티_하동 호지 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,80,3.17,5.29,27,1.69,41.44,공차
밀크티/버블티_하동 호지 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,80,3.14,5.31,27,1.69,41.55,공차
밀크티/버블티_허니 얼 그레이 밀크티 아이스(ICED) (Grande),20732,밀크티/버블티,2073200,207320000,47,0.85,6.55,14,0.51,10.99,스타벅스
밀크티/버블티_허니 얼 그레이 밀크티 핫(HOT) (Grande),20732,밀크티/버블티,2073200,207320000,84,2.54,9.51,44,1.69,14.8,스타벅스
밀크티/버블티_돌체 블랙 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,64,1.27,7.16,23,1.1,4.98,팔공티
밀크티/버블티_돌체 블랙 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,86,2.32,10.66,42,1.93,15.75,팔공티
밀크티/버블티_로얄 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,54,1.48,6.09,27,1.1,4.99,블루샥
밀크티/버블티_로얄밀크 버블티,20732,밀크티/버블티,2073200,207320000,76,1.35,9.81,21,1.02,12.69,더벤티
밀크티/버블티_로얄 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,61,1.35,8.29,21,1.02,12.69,더벤티
밀크티/버블티_로얄 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,70,1.69,8.97,27,1.35,12.69,더벤티
밀크티/버블티_민트 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,67,1.39,6.82,37,1.33,0,팔공티
밀크티/버블티_민트 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,78,1.45,8.74,44,1.45,0,팔공티
밀크티/버블티_민트 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,88,2.51,9.91,61,2.3,0,팔공티
밀크티/버블티_민트 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,94,2.52,11.9,67,2.38,0,팔공티
밀크티/버블티_밀크티,20732,밀크티/버블티,2073200,207320000,51,1.78,7.5,16,0.84,0,청자다방
밀크티/버블티_버터스카치폼 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,68,0.97,6.57,20,1.48,8.42,팔공티
밀크티/버블티_블랙 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,33,1.31,3.4,22,1,0,아임일리터
밀크티/버블티_블랙 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,61,0.12,4.25,13,1.97,18.56,팔공티
밀크티/버블티_블랙 밀크티 아이스(ICED) (M),20732,밀크티/버블티,2073200,207320000,32,1.25,3.38,21,0.96,0,아임일리터
밀크티/버블티_블랙 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,70,0.14,4.39,15,2.34,17.68,팔공티
밀크티/버블티_블랙 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,29,1.11,3.05,18,0.85,0,아임일리터
밀크티/버블티_블랙 밀크티 핫(HOT) (M),20732,밀크티/버블티,2073200,207320000,34,1.35,3.55,23,1.03,0,아임일리터
밀크티/버블티_블랙 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,73,0.19,6.53,20,2.7,25.89,팔공티
밀크티/버블티_블랙 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,78,0.18,6.8,21,3.01,22.96,팔공티
밀크티/버블티_얼그레이 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,61,0.16,4.25,13,1.97,14.14,팔공티
밀크티/버블티_얼그레이 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,70,0.17,4.39,15,2.34,16.44,팔공티
밀크티/버블티_얼그레이 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,53,1.07,7.39,18,0.88,0.14,바나프레소
밀크티/버블티_얼그레이 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,79,1.81,10.31,30,1.5,0.19,바나프레소
밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,73,0.25,6.53,19,2.73,32.86,팔공티
밀크티/버블티_얼그레이 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,79,0.24,6.8,20,3.01,29.13,팔공티
밀크티/버블티_우롱 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,61,0.12,4.25,12,1.97,5.31,팔공티
밀크티/버블티_우롱 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,70,0.14,4.39,14,2.34,6.17,팔공티
밀크티/버블티_우롱 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,73,0.19,6.53,17,2.7,12.34,팔공티
밀크티/버블티_우롱 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,78,0.18,6.8,18,3.01,10.93,팔공티
밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,65,0.13,4.51,13,2.1,5.52,팔공티
밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,70,0.16,4.39,14,2.34,6.41,팔공티
밀크티/버블티_자스민 그린 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,97,0.25,6.93,26,4.1,11.42,팔공티
밀크티/버블티_자스민 그린 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,96,0.25,7.09,25,4.05,11.41,팔공티
밀크티/버블티_자스민우롱 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,37,1.22,3.95,18,0.89,39.53,바나프레소
밀크티/버블티_자스민우롱 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,62,2.19,6.13,34,1.66,51.39,바나프레소
밀크티/버블티_제주 말차 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,73,0.28,7.62,11,1.65,19.85,팔공티
밀크티/버블티_제주 말차 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,81,0.34,8.64,11,1.67,24.47,팔공티
밀크티/버블티_제주 말차 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,105,0.52,12.98,18,3.13,39.07,팔공티
밀크티/버블티_제주 말차 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,81,0.44,10.34,14,2.46,32.61,팔공티
밀크티/버블티_초코 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,73,0.44,8.15,22,1.49,2.58,팔공티
밀크티/버블티_초코 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,83,0.53,9.86,25,1.43,3.15,팔공티
밀크티/버블티_초코 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,111,0.8,15.72,39,2.22,4.95,팔공티
밀크티/버블티_초코 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,104,0.82,14.98,38,1.95,5.08,팔공티
밀크티/버블티_클래식 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,36,0.75,5.7,14,0.58,26,바나프레소
밀크티/버블티_클래식 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,69,1.93,9.02,35,1.56,33.8,바나프레소
밀크티/버블티_타로 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,66,1.24,6.26,21,1.04,0,팔공티
밀크티/버블티_타로 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,82,1.43,10.85,24,1.22,0,팔공티
밀크티/버블티_타로 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,103,2.41,11.35,41,1.98,0,팔공티
밀크티/버블티_타로 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,113,2.4,17.44,40,2,0,팔공티
밀크티/버블티_허니 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,33,1.31,3.4,29,1,0,아임일리터
밀크티/버블티_허니 밀크티 아이스(ICED) (M),20732,밀크티/버블티,2073200,207320000,32,1.25,3.38,21,0.96,0,아임일리터
밀크티/버블티_허니 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,29,1.11,3.05,18,0.85,0,아임일리터
밀크티/버블티_허니 밀크티 핫(HOT) (M),20732,밀크티/버블티,2073200,207320000,34,1.35,3.55,23,1.03,0,아임일리터
밀크티/버블티_흑당 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,77,1.29,9.58,22,1.08,0,팔공티
밀크티/버블티_흑당 밀크티 아이스(ICED) (M),20732,밀크티/버블티,2073200,207320000,51,1.3,6.46,23,1,0,아임일리터
밀크티/버블티_흑당 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,85,1.38,10.81,24,1.17,0,팔공티
밀크티/버블티_흑당 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,120,2.37,17.77,41,1.96,0,팔공티
밀크티/버블티_흑당 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,119,2.38,17.58,41,1.96,0,팔공티
뱅쇼_뱅쇼,20733,뱅쇼,2073300,207330000,42,0.26,9.61,2,0,0,토프레소
뱅쇼_화이트 뱅쇼,20733,뱅쇼,2073300,207330000,23,0,4.58,4,0,0,토프레소
복숭아홍차_복숭아 얼그레이 아이스(ICED),20734,복숭아홍차,2073400,207340000,31,0,7.34,1,0,9.32,할리스
복숭아홍차_복숭아 얼그레이 핫(HOT),20734,복숭아홍차,2073400,207340000,31,0,7.34,1,0,9.32,할리스
복숭아홍차_피치얼그레이 아이스(ICED),20734,복숭아홍차,2073400,207340000,2,0,0,0,0,11.84,이디야
복숭아홍차_피치얼그레이 핫(HOT),20734,복숭아홍차,2073400,207340000,2,0,0,0,0,11.84,이디야
복숭아홍차_피치얼그레이티 아이스(ICED),20734,복숭아홍차,2073400,207340000,46,0,10.49,3,0,2.47,카페게이트
복숭아홍차_피치얼그레이티 핫(HOT),20734,복숭아홍차,2073400,207340000,42,0,9.54,3,0,2.25,카페게이트
사과차_석류 애플라임 핫(HOT),20735,사과차,2073500,207350000,45,0,7.73,3,0.02,0,이디야
사과차_석류 애플라임,20735,사과차,2073500,207350000,59,0,13.91,4,0,0,이디야
사과차_석류애플라임 아이스(ICED),20735,사과차,2073500,207350000,48,0,9.68,2,0,0,이디야
사과차_애플 그린티 아이스(ICED),20735,사과차,2073500,207350000,59,0.17,3.7,0,0,4.71,토프레소
사과차_애플 그린티 핫(HOT),20735,사과차,2073500,207350000,60,0.2,3.76,0,0,16.24,토프레소
사과차_애플민트티 아이스(ICED) (R),20735,사과차,2073500,207350000,36,0,8.21,2,0,8.7,투썸플레이스
사과차_애플민트티 핫(HOT) (R),20735,사과차,2073500,207350000,31,0.21,6.76,3,0,8.17,투썸플레이스
사과차_사과차 아이스(ICED) (L),20735,사과차,2073500,207350000,40,0.01,8.08,41,0,0,아임일리터
사과차_사과차 아이스(ICED) (M),20735,사과차,2073500,207350000,39,0.02,7.88,34,0,0,아임일리터
사과차_사과차 핫(HOT) (L),20735,사과차,2073500,207350000,48,0.01,9.65,42,0,0,아임일리터
사과차_사과차 핫(HOT) (M),20735,사과차,2073500,207350000,52,0.02,10.41,45,0,0,아임일리터
생강차_유자 생강차,20736,생강차,2073600,207360000,43,0,9.35,8,0,0,토프레소
생강차_생강차,20736,생강차,2073600,207360000,41,0.14,8.79,7,0.01,0,청자다방
스무디_골든펄 돌체 밀크티 스무디,20737,스무디,2073700,207370000,89,0.42,7.61,15,1.9,7.19,공차
스무디_그릭요거트&딸기 밀크티 크러쉬,20737,스무디,2073700,207370000,102,1.27,8.67,26,1.9,3.59,공차
스무디_그릭요거트&망고 밀크티 크러쉬,20737,스무디,2073700,207370000,94,1.9,7.82,22,1.48,4.23,공차
스무디_그릭요거트&밀크티 크러쉬,20737,스무디,2073700,207370000,73,1.69,6.34,20,1.27,8.46,공차
스무디_그린티 스노우,20737,스무디,2073700,207370000,97,1.41,15.09,34,1.21,58.15,엔제리너스
스무디_그린티 아이스샷,20737,스무디,2073700,207370000,101,1.45,15.42,25,2.17,53.25,토프레소
스무디_그린티 프라페,20737,스무디,2073700,207370000,93,2.25,18.03,21,0.85,16.34,커피에반하다
스무디_꿀복숭아 플랫치노,20737,스무디,2073700,207370000,54,0,11.84,2,0,0,이디야
스무디_납작복숭아 블루밍 크러쉬,20737,스무디,2073700,207370000,69,0.85,10.36,9,1.27,3.59,공차
스무디_납작복숭아 타르트 크러쉬,20737,스무디,2073700,207370000,109,0.85,8.88,45,3.17,4.65,공차
스무디_녹차 빽스치노 소프트,20737,스무디,2073700,207370000,99,1.7,13.46,26,2.22,33.99,빽다방
스무디_녹차 빽스치노,20737,스무디,2073700,207370000,88,1.6,14.4,25,1.12,41.6,빽다방
스무디_녹차 프라페,20737,스무디,2073700,207370000,97,1.05,10.08,16,1.57,42,메가커피
스무디_녹차 플랫치노,20737,스무디,2073700,207370000,69,1.01,6.74,20,3.44,10.4,이디야
스무디_더블 에스프레소 칩 프라푸치노 (Tall),20737,스무디,2073700,207370000,75,1.13,8.73,39,3.1,36.62,스타벅스
스무디_더블 토피넛 위드샷 아이스(ICED),20737,스무디,2073700,207370000,109,1.45,10.14,55,4.59,23.19,이디야
스무디_더블 토피넛 위드샷 핫(HOT),20737,스무디,2073700,207370000,120,1.93,10.87,63,4.88,23.19,이디야
스무디_돌체 크러쉬 위드 샷,20737,스무디,2073700,207370000,105,0.63,7.82,22,2.75,23.04,공차
스무디_딸기 딜라이트 요거트 블렌디드 (Tall),20737,스무디,2073700,207370000,104,2.54,16.06,31,1.21,0,스타벅스
스무디_딸기 빽스치노 소프트,20737,스무디,2073700,207370000,90,1.31,12.81,22,1.83,0,빽다방
스무디_딸기 쉐이크,20737,스무디,2073700,207370000,157,2.17,15.46,52,7.39,0,이디야
스무디_딸기 스무디,20737,스무디,2073700,207370000,74,0.96,12.29,17,0.72,0,토프레소
스무디_딸기 요거트 플랫치노,20737,스무디,2073700,207370000,78,1.63,12.9,20,0.77,0,이디야
스무디_딸기 쥬얼리 요구르트 크러쉬,20737,스무디,2073700,207370000,71,0.63,12.47,16,0.4,1.69,공차
스무디_딸기 치즈 블렌디드,20737,스무디,2073700,207370000,98,1.93,7.71,45,4.34,0,토프레소
스무디_딸기 쿠키 스무디,20737,스무디,2073700,207370000,94,0.63,11.63,23,2.33,4.44,공차
스무디_딸기돼지쉑,20737,스무디,2073700,207370000,102,2.03,12.52,30,2.37,0,커피에반하다
스무디_딸기바나나 빽스치노 소프트,20737,스무디,2073700,207370000,90,1.31,12.81,22,1.83,0,빽다방
스무디_딸기바나나 빽스치노,20737,스무디,2073700,207370000,80,1.12,8.48,18,0.64,0,빽다방
스무디_딸기요거트 스무디,20737,스무디,2073700,207370000,68,1.08,9.9,9,0.37,0,메가커피
스무디_딸기쿠키 프라페,20737,스무디,2073700,207370000,95,1.3,9.59,34,2,0.61,메가커피
스무디_딸기퐁 크러쉬,20737,스무디,2073700,207370000,91,1.84,7.77,26,1.2,0,메가커피
스무디_리얼초코 프라페,20737,스무디,2073700,207370000,110,1.32,9.81,32,4.03,5.89,메가커피
스무디_망고 바나나 블렌디드 (Grande),20737,스무디,2073700,207370000,57,0.85,10.15,23,0.21,0,스타벅스
스무디_망고 스무디,20737,스무디,2073700,207370000,68,0.21,9.51,14,1.27,0,공차
스무디_망고 패션 프루트 블렌디드 (Tall),20737,스무디,2073700,207370000,34,0.28,7.04,20,0,9.86,스타벅스
스무디_망고요거트 스무디,20737,스무디,2073700,207370000,63,1.05,6.95,10,0.54,0,메가커피
스무디_망고 플랫치노,20737,스무디,2073700,207370000,62,0.12,14.37,4,0,0,이디야
